# Timestamp Rate
1.451628000000000000e+09 8.639300000000000000e+04
1.451714400000000000e+09 8.638300000000000000e+04
1.451800800000000000e+09 8.349000000000000000e+04
1.451887200000000000e+09 8.639000000000000000e+04
1.451973600000000000e+09 8.638900000000000000e+04
1.452060000000000000e+09 8.638100000000000000e+04
1.452146400000000000e+09 8.638900000000000000e+04
1.452232800000000000e+09 8.638400000000000000e+04
1.452319200000000000e+09 8.634700000000000000e+04
1.452405600000000000e+09 8.638600000000000000e+04
1.452492000000000000e+09 8.638800000000000000e+04
1.452578400000000000e+09 8.638200000000000000e+04
1.452664800000000000e+09 8.638000000000000000e+04
1.452751200000000000e+09 8.637500000000000000e+04
1.452837600000000000e+09 8.637000000000000000e+04
1.452924000000000000e+09 8.586500000000000000e+04
1.453010400000000000e+09 8.068300000000000000e+04
1.453096800000000000e+09 8.630800000000000000e+04
1.453183200000000000e+09 8.638700000000000000e+04
1.453269600000000000e+09 3.679400000000000000e+04
1.453356000000000000e+09 8.637700000000000000e+04
1.453442400000000000e+09 8.638300000000000000e+04
1.453528800000000000e+09 8.619200000000000000e+04
1.453615200000000000e+09 8.144400000000000000e+04
1.453701600000000000e+09 4.265300000000000000e+04
1.453788000000000000e+09 7.422000000000000000e+03
1.453874400000000000e+09 7.176000000000000000e+03
1.453960800000000000e+09 7.123000000000000000e+03
1.454047200000000000e+09 7.404000000000000000e+03
1.454133600000000000e+09 7.653000000000000000e+03
1.454220000000000000e+09 7.668000000000000000e+03
1.454306400000000000e+09 7.668000000000000000e+03
1.454392800000000000e+09 1.368600000000000000e+04
1.454479200000000000e+09 1.689000000000000000e+04
1.454565600000000000e+09 1.769600000000000000e+04
1.454652000000000000e+09 7.067000000000000000e+03
1.454738400000000000e+09 7.092000000000000000e+03
1.454824800000000000e+09 6.719000000000000000e+03
1.454911200000000000e+09 6.621000000000000000e+03
1.454997600000000000e+09 6.732000000000000000e+03
1.455084000000000000e+09 6.674000000000000000e+03
1.455170400000000000e+09 6.679000000000000000e+03
1.455256800000000000e+09 6.385000000000000000e+03
1.455343200000000000e+09 5.616000000000000000e+03
1.455429600000000000e+09 0.000000000000000000e+00
1.455516000000000000e+09 2.910000000000000000e+03
1.455602400000000000e+09 7.817000000000000000e+03
1.455688800000000000e+09 7.333000000000000000e+03
1.455775200000000000e+09 8.324000000000000000e+03
1.455861600000000000e+09 6.387000000000000000e+03
1.455948000000000000e+09 8.319000000000000000e+03
1.456034400000000000e+09 7.725000000000000000e+03
1.456120800000000000e+09 6.734000000000000000e+03
1.456207200000000000e+09 5.089000000000000000e+03
1.456293600000000000e+09 7.912000000000000000e+03
1.456380000000000000e+09 8.141000000000000000e+03
1.456466400000000000e+09 8.211000000000000000e+03
1.456552800000000000e+09 8.459000000000000000e+03
1.456639200000000000e+09 8.753000000000000000e+03
1.456725600000000000e+09 8.522000000000000000e+03
1.456812000000000000e+09 6.598000000000000000e+03
1.456898400000000000e+09 1.373900000000000000e+04
